index,target,tags,relevant_tags,irrelevant_tags
373,0,car | black | sedan | parked | yellow | leaves | trees | autumn | fire hydrant | red | orange,car | black | sedan | parked | yellow | red | orange,leaves | trees | autumn | fire hydrant
374,0,car | silver | sedan | driving | road | trees | pine | forest | parked | on road | driving on road | car on road | car driving on road | car on street | car driving on street | car on highway | car driving on highway | car on freeway | car driving on freeway,car | silver | sedan | driving | parked,road | trees | pine | forest | on road
375,0,car | orange | sports car | dodge charger | dog | golden retriever | cow | sheep | grass | trees | sky | blue | sunny | outdoors | rural | nature | hill | path | trail | dirt road | grassy hill,car | orange | sports car | blue,dog | golden retriever | cow | sheep | grass | trees | sky | sunny | outdoors | rural | nature | hill | path | trail | dirt road | grassy hill
376,0,car | silver | sports car | bentley | tree | branch | road | paved | dog | golden retriever | cat,car | silver | sports car | bentley,tree | road | paved | dog | golden retriever | cat
377,0,car | red | sedan | volvo | tree | pine | sky | blue | road | highway | country | rural | animal | cow | brown | white | horns | grass | green | trees,car | red | sedan | blue | brown | white | green,volvo | tree | pine | sky | road | highway | country | rural | animal | cow | horns | grass | trees
378,0,car | red | sports car | ferrari | cow | black and white | cows | road | country road | trees | branches | sky | clouds | foggy | winter | snowy | cold | rural | pastoral | farm | animal | vehicle | roadside | country lane | landscape | environment | weather | season | time of day | daytime | nighttime | dusk | dawn | sunrise | sunset | outdoor | natural | geographic | time period | weather conditions | rural setting | winter scene | snowy landscape | cold weather | rural environment | pastoral setting | farm scene | animal scene | winter day | daytime sky | nighttime sky | dusk sky | dawn sky | sunrise sky | sunset sky | outdoor environment | natural setting | geographic hint | time period indicator | weather context | rural location | pastoral location | farm location | animal location | vehicle location | roadside location | country lane location | landscape location | environment location | weather location | season location | time of day location | daytime location | nighttime location | dusk location | dawn location | sunrise location | sunset location | outdoor location | natural location | geographic location | time period location,car | red | sports car | ferrari | black and white | vehicle | time period indicator,cow | road | country road | trees | branches | sky | clouds | foggy | winter | snowy | cold | rural | farm | animal | roadside | landscape | environment | weather | season | time of day | daytime | nighttime | dusk | dawn | sunrise | sunset | outdoor | natural | geographic | time period | rural setting | geographic hint
379,0,bentley | horse | road | desert | mountains | fence | telephone pole | dirt road | car,bentley | car,horse | road | desert | mountains | fence | telephone pole | dirt road
380,0,car | cow | grass | road | sky | sun | clouds,car,cow | grass | road | sky | sun | clouds
381,0,car | white | sports car | caterham | caterham 7 | road | highway | sign | street sign | road sign | grass | field | cow | white cow | horse | white horse | signpost | pole | telephone pole | power lines | electrical wires | sky | clouds | trees | green trees | grassy field | rural | countryside | outdoor | natural | daytime | summer | sunny | clear | blue sky | white clouds | green grass | white car,car | white | sports car | white car,road | highway | sign | street sign | road sign | grass | field | cow | horse | pole | telephone pole | power lines | sky | clouds | trees | grassy field | rural | countryside | outdoor | natural | daytime | summer | sunny | clear | blue sky | white clouds | green grass
382,0,car | yellow | convertible | top | sky | blue | cloud | white | dog | sheep,car | yellow | convertible | blue | white,sky | cloud | dog | sheep
383,0,car | red | sedan | honda | mountain | road | cliff | hill | mountain pass | winding road | scenic | landscape | mountain range | hillside | dirt road | gravel road | steep | curvy | winding | mountainous | mountainous terrain | mountainous landscape | mountainous road | mountainous pass | mountainous hill | mountainous cliff | mountainous hillside | mountainous dirt road | mountainous gravel road | mountainous steep road | mountainous curvy road | mountainous winding road | mountainous scenic road | mountainous mountain pass | mountainous scenic,car | red | sedan | honda,mountain | road | cliff | hill | mountain pass | scenic | landscape | mountain range | hillside | dirt road | gravel road | mountainous
384,0,road | dirt | car | blue | smart car | open | sheep | white | horse | grass | fence | telephone pole | cloudy | sky | sheepdog | dog | tele,car | blue | white,road | dirt | open | sheep | horse | grass | fence | telephone pole | cloudy | sky | sheepdog | dog
385,0,yellow car | black and white cow | trees | road | forest | yellow car on road | cow on road | trees on road | forest on road | yellow car on street | black and white cow on street | trees on street | forest on street | yellow car on pavement | black and white cow on pavement | trees on pavement | forest on pavement | yellow car on path | black and white cow on path | trees on path | forest on path | yellow car on roadway | black and white cow on roadway | trees on roadway | forest on roadway | yellow car on streetway | black and white cow on streetway | trees on streetway | forest on streetway | black and white cow on road,yellow car,trees | road | forest
386,0,car | blue | suv | jeep | cow | bull | animal | road | path | leaves | autumn | trees | forest | yellow | orange | green | white | black | gray | red | brown,car | blue | suv | jeep | yellow | orange | green | white | black | gray | red | brown,cow | bull | animal | road | path | leaves | autumn | trees | forest
387,0,car | horse | road | sunset | dirt | grass | sky | clouds | sun | moon | night | day | evening | sunrise | daytime | nighttime | sunlight | moonlight | dusk | dawn | twilight | tw,car,horse | road | sunset | dirt | grass | sky | clouds | sun | moon | night | day | evening | sunrise | daytime | nighttime | sunlight | dusk | dawn
388,0,car | silver | sedan | hybrid | mountain | road | dirt | horse | brown | white | dog | black | mountains | hills | desert | rocky | dirt road | gravel | rocky terrain | mountain range | outdoor | natural | rural | daytime | sunny | clear sky | blue sky | no people | no traffic | no buildings | no signs | no text | no logos | no symbols | no numbers | no reflections | no shadows | no subtle details | no partially visible objects,car | silver | sedan | brown | white | black,mountain | road | dirt | horse | dog | mountains | hills | desert | rocky | dirt road | gravel | rocky terrain | mountain range | outdoor | natural | rural | daytime | sunny | blue sky | no people | no traffic | no buildings | no signs | no text | no logos | no symbols | no numbers | no reflections | no shadows | no subtle details | no partially visible objects
