index,target,tags,irrelevant_tags
42,83,beak | bird | floor | food | gray | gull | ledge | pigeon | stone | rocky | seabird | sit | stand | white,
43,569,brown | couple | horse | lay | sea | stand | swim | water,
44,11,alley | boy | building | gun | person | jacket | man | rail | stand | walk,
45,44,beak | bird | blue | clear | flight | fly | gull | seabird | sky | white | wing,
46,182,bird | branch | brown | log | perch | pond | sit | stand | stump | tree | tree trunk | water,
47,184,beak | bird | blue | branch | limb | perch | sit | sky | tree | tree branch | twig | yellow,
48,1026,construction worker | direct | man | pole | road | safety vest | stand | traffic light | street corner | street sign | vest | worker,
49,2,person | man | sea | ride | surf | surfboard | surfer | trick | wave | wetsuit,
50,10,dirt road | dirt track | path | forest | lush | road | rural | trail | tree | wood,
51,1026,attach | building | lamp | lamp post | pole | post | sign | street corner | street light | street sign | tree | writing,
52,1026,arrow | attach | blue | building | man | point | pole | road sign | sign | sky | street sign | traffic sign,
53,2,balustrade | boardwalk | boat | bridge | calm | cloudy | pillar | dock | lake | lead to | sea | rail | ramp | sky | water | waterway,
54,1112,advertisement | billboard | building | bus | taxi | city | city street | cross | crowded | decker bus | person | pedestrian | road | street scene | urban | walk,
55,65,beak | bird | catch | eat | fish | food | gull | sea | stone | stand | water | white,
56,80,barn | building | cattle | cow | dairy | farm | field | grass | grassy | graze | green | herd | lush | pasture | silo | stand | white,
57,0,calm | canoe | lake | lush | reflection | river | tree | water | waterway,
58,114,car | parking lot | green | license plate | minivan | park | parking | sedan | suv | vehicle,
59,1112,building | city | city street | light | night | pole | signal | stop light | traffic light | street corner | street light | street sign | traffic sign | urban,
60,58,car | convertible | coupe | drive | red | road | rural | sports car,
61,943,animal | area | field | grass | grassy | green | lamb | lush | ram | sheep | stand | tree | walk,
62,1112,bridge | passenger train | pole | power line | rail | railroad | red | sign | traffic light | street sign | track | train | train track | travel,
63,9,arcade | arcade machine | building | gas station | miniature,
0,569,bridle | brown | horse | hay | pet | rein | saddle | stand | wear | woman,
1,66,bird | flower | green | hummingbird | nectar | perch | red | sit,
2,146,car | curb | jeep | license plate | park | suv | vehicle | white,
3,10,car | curb | drive | park | road | road sign | rural | sign | street sign | traffic sign | tree | white,
4,182,automobile model | beach | car | coast | drive | license plate | minivan | sea | red | sedan | shoreline | suv | vehicle,
5,177,bird | branch | brown | limb | perch | pine | sit | tree | tree branch,
6,53,park | plectrum | pick up | ram | silver | truck | white,
7,73,bird | blue | bluebird | branch | jay | ledge | limb | perch | sit | sky | stand | tree | tree branch | twig,
8,117,black | car | parking lot | curb | license plate | park | pick up | stone | rubble | suv | truck | vehicle,
9,569,barrel | brown | pony | couple | horse | grass | graze | hedge | lush | manger | stand | tree,
10,145,building | car | pillar | display | floor | jeep | park | pick up | red | mall | suv | vehicle,
11,175,bird | branch | brown | bush | flower | gray | perch | plant | sit | stand | stem | twig | vegetation | weed | yellow,
12,943,animal | farmhouse | fence | field | grass | grassy | graze | green | herd | hillside | home | house | house exterior | lamb | lush | paling | porch | sheep | white | white house,
13,79,building | car | convertible | coupe | curb | park | sedan | sports car,
14,21,animal | cloth | floor | fossil | lay | moth | owl | tool,
15,58,bird | cloudy | fly | gray | gull | sea | sky | white,
16,6,alley | armchair | building | car | chair | city street | curb | debris | floor | furniture | garbage | mess | park | pavement | pole | road | stool | urban,
17,1026,corner | intersection | pole | red | road | sign | stop sign | street corner | street sign | traffic sign,
18,156,bird | branch | gray | limb | perch | sit | tree | tree branch | twig | white | yellow,
19,569,blanket | brown | cloth | fence | field | horse | grass | grassy | horse blanket | lush | purple | stand | wear,
20,943,animal | beach | coast | couple | goat | herd | lamb | sea | ram | stone | rocky | sand | sheep | shore | shoreline | stand | water,
21,10,curve | hill | hillside | mountain | mountain path | railroad | road | rural | train track | tree,
22,569,miniature | passenger train | railroad | track | train | train car | train track | travel,
23,7,boardwalk | dog | leash | pet | walk | white | woman,
24,10,blanket | car | dashboard | drive | mountain path | road | snow | snowy | tree | windshield | winter,
25,28,beak | bird | black | crow | fence | ledge | perch | plank | pole | post | rail | raven | sit | sky | stand,
26,3,building | chimney | driveway | garage | garage door | home | house | house exterior | lawn | white | white house,
27,80,animal | barn | wand | boy | catch | cattle | child | cow | cowboy hat | dairy | milk | pen | pet | stable | stall | stand | straw hat | sun hat,
28,18,car | coupe | curve | drive | license plate | road | sedan | sports car | white,
29,167,attach | battery | blue | car | charge | charger | connect | meter | electric outlet | plug | vehicle,
30,131,beak | bird | branch | brown | evergreen | limb | perch | sit | sparrow | tree | tree branch | twig,
31,4,creek | climb | cross | forest | hike | hiker | person | man | stone | stream | trail | walk | wood,
32,131,building | car | pillar | display | photo | sedan | suv | vehicle | white,
33,0,boat | calm | grass | grassy | green | hut | lake | lush | sky | water,
34,2,beach | black | coast | person | man | sea | photo | sand | sky | stand | walk | white,
35,184,auto show | car | car show | carpet | convention | display | floor | red | sedan | stall | stand | sports car,
36,943,animal | trumpet | field | floor | grass | grassy | green | lamb | lay | lush | ram | relax | sheep | white,
37,113,black | car | parking lot | green | license plate | park | parking | pick up | truck | vehicle,
38,943,animal | ewe | fence | field | floor | grass | grassy | green | lamb | lay | lush | sheep | stand,
39,57,beak | bird | black | cormorant | flap | flight | fly | sea | puffin | seabird | sky | spread | water | wing,
40,1026,car | city street | curb | guard | helmet | license plate | man | motorbike | motorcycle | motorcyclist | officer | park | pavement | police | road | stand | talk,
41,12,crop | dirt road | dirt track | field | green | lush | mud | puddle | rice field | road | rural | sky | wheat field,
42,165,beak | bird | black | catch | hand | gray | person | perch | sit | stand | yellow,
43,3,automobile model | black | building | car | parking lot | curb | license plate | park | sedan | suv,
44,80,barn | black | building | cattle | cow | dairy | farm | hay | herd | milk | pen | photo | stand | white,
45,80,animal | break | brown | bull | calf | cattle | city street | trumpet | cow | crowded | curb | floor | lay | ledge | relax | road | sit | street scene,
46,57,beak | bird | black | calm | duck | float | sea | ripple | swim | water | wave | white,
47,173,bird | brick | wall | brown | ledge | perch | sit | stand | yellow,
48,45,car | concept car | floor | garage | garage door | parking garage | red | sports car,
49,1026,black | building | city | office building | rail | railroad | steam | steam engine | steam locomotive | steam train | track | train | train car | train track | travel | urban,
50,1026,attach | building | car | direct | green | point | pole | road sign | sign | stop light | traffic light | street corner | street sign | traffic sign,
51,4,evergreen | floor | forest floor | lay | needle | patch | pine | plant | scallop | seashell | shell | tree,
52,25,car | drive | highway | gray | license plate | road | sedan | silver | travel,
53,1112,bicycle | biker | building | car | city | city street | crowded | dusk | fill | person | intersection | man | red | ride | road | stop light | traffic light | street scene | urban,
54,158,beak | bird | black | branch | limb | log | perch | sit | stick | stump | tree | tree branch | tree trunk | twig | white,
55,1,bald eagle | beak | bird | brown | eagle | fish | flap | fly | gull | landing | sea | seabird | spread | water | white | wing,
56,11,automobile model | blue | car | convertible | drive | image | license plate | road | sports car,
57,1112,child | couple | girl | person | road | stop light | traffic light | winter | woman,
58,14,bird | blue | bluebird | branch | green | limb | perch | sit | tree | tree branch | yellow,
59,4,area | floor | path | forest | green | lush | trail | tree | wood,
60,12,plane | curve | green | hill | lush | road | road sign | rural | sky,
61,80,animal | brown | cattle | cow | dry | field | grass | grassy | graze | herd | hillside | lush | open | pasture | stand | white,
62,27,automobile model | car | desert | desert road | dirt track | license plate | park | red | sedan | suv,
